申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,TOEFL,GRE,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
Dalhousie University,其它,Public Administration,AD无奖,2014,Fall,2014-03-13,"R: 23 /
                    L: 24 /
                    S: 22 /
                    W: 27","V: 550 /
                    Q: 800 /
                    AW: 3.0",国内其他高校,公共事业管理&金融,88 rank2/60,参加过一个校级课题，发了一篇水文；参加过一个教育部子课题。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1709363&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MS,应用数学 金融方向,offer,2014,Fall,2014-03-10,"R: 28 25 23 27 /
                    L:  /
                    S:  /
                    W:","V: 153 170 3 /
                    Q:  /
                    AW:",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Applied Math & Financial Engineering,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708810&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,MS,Statistics,offer,2014,Fall,2014-03-10,"R: 28 25 23 27 /
                    L:  /
                    S:  /
                    W:","V: 153 170 3 /
                    Q:  /
                    AW:",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Applied Math & Financial Engineering,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708810&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Memorial University,MS,Mechanical Engineering,offer,2014,Fall,2014-03-11,,"V: 148 /
                    Q: 170 /
                    AW: 3",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,"86,80/330",水paper,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708986&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,MA,second language education,offer,2014,Spring,2014-02-11,,,国内其他高校,英语,84.5,找了研究生时候的几个老师给写的推荐。论文有三四篇吧，都是工作以后发表的。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706358&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
The University of West Ontaria,MA,Bilingual and Multicultural Education,offer,2014,Fall,2014-02-13,,,国内其他高校,英语,84.5,找了研究生时候的几个老师给写的推荐。论文有三四篇吧，都是工作以后发表的。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706358&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Manitoba,MS,Logistics and Supply Chain Management,AD小奖,2014,Fall,2014-02-28,,,国内其他高校,信息管理与信息系统,85/100,推荐人是学院的老师，无论文，工作不到一年，非相关方面。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706482&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MA,Education and Society(Thesis),offer,2014,Fall,2014-03-08,,,国内其他高校,,3.9/4.0,一篇论文，一篇会议，两个项目。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708381&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Université Laval,MA,Educational Administration,AD无奖,2014,Fall,2014-02-25,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法语,86/100,"有个推荐不知道是不是大牛。。是我们学校的一个老师，获得过法国政府的教育棕榈骑士勋章，曾在中国驻法国大使馆教育处任一级秘书
论文木有，本科论文还在写。。。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1705273&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,PhD,Mathematics,offer,2014,Fall,2014-03-08,"R: 28 /
                    L: 28 /
                    S: 19 /
                    W: 21","V: 156 /
                    Q: 170 /
                    AW: 3",国内其他高校,信息与计算科学,"1,2/33",2个中文计算机方面的很水很水的学报文章，跟数学毫无关系。一个在申SCIE journal 某数学方向的文章，该方向跟所申教授的一致。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1702512&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Université de Montréal,MA,Foundations of Education,AD无奖,2014,Fall,2014-03-14,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法语,86/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1709991&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,MS,engineering management,AD无奖,2014,Fall,2014-02-28,,,国内其他高校,工程管理,83,本科为一所非著名老牌财经院校，有一些奖和志愿者，一个实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706299&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,HTA,offer,2014,Fall,2014-03-11,,,国内其他高校,econ,3.88/4.0,转专业申请，无公卫背景。2月电面。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1709675&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MS,Chemical Engineering,offer,2014,Fall,2014-03-14,"R: 29 /
                    L: 29 /
                    S: 23 /
                    W: 25","V: 160 /
                    Q: 165 /
                    AW: 3.0",国内其他高校,化工,84,No paper， No牛推,http://bbs.gter.net/forum.php?mod=viewthread&tid=1709736&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Toronto,MS,Master of mathematical finance,AD无奖,2014,Fall,2014-03-04,,,国外高校（含港澳台）,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1707116&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Manitoba,MA,Economics and Econometrics,AD无奖,2014,Summer,2014-03-11,,"V: 151+170+3 /
                    Q:  /
                    AW:",国内其他高校,finance,3.45/4,没论文，没牛腿，没陶瓷。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708803&extra=page%3D23%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Queen’s University,其它,LLM (Master of Laws),AD小奖,2014,Fall,2014-02-28,,,国内其他高校,,87,中文论文+国际会议，交流经历，国奖等,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706200&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,其它,LLM (Master of Laws),offer,2014,Fall,2014-01-26,,,国内其他高校,,87,中文论文+国际会议，交流经历，国奖等,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706200&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,其它,LLM (Master of Laws),offer,2014,Fall,2014-03-06,,,国内其他高校,,87,中文论文+国际会议，交流经历，国奖等,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706200&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Memorial University,MA,Computer Engineering,AD无奖,2012,Spring,2014-03-04,,,国内其他高校,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706938&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MS,Mechanical Engineering,AD无奖,2014,Fall,2013-12-17,,"V: 渣分不说了 /
                    Q:  /
                    AW:",国内其他高校,Mechanical Engineering & Automation,"84%, top 5%",忽略我的渣背景吧……,http://bbs.gter.net/forum.php?mod=viewthread&tid=1702568&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Manitoba,MS,Mechanical Engineering,AD小奖,2014,Fall,2014-02-19,,"V: 渣分不说了 /
                    Q:  /
                    AW:",国内其他高校,Mechanical Engineering & Automation,"84%, top 5%",忽略我的渣背景吧……,http://bbs.gter.net/forum.php?mod=viewthread&tid=1702568&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,Mechanical Engineering,offer,2014,Fall,2014-02-15,,"V: 148 /
                    Q: 170 /
                    AW: 3",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,"86,80/330",水paper，不提了,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705199&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Saskatchewan,MA,Economics and Econometrics,offer,2014,Fall,2014-03-10,"R: R27 L 22 S 26 W 25 /
                    L:  /
                    S:  /
                    W:","V: 151 /
                    Q: 168 /
                    AW: 3.5",国内其他高校,,3.05/4.0,两篇水文：独立作者1篇，合写一篇；无牛腿,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708778&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,Construction Management,AD无奖,2014,Fall,2014-02-28,,,国内其他高校,港口航道与海岸工程,3.22  但是UA他们的算法 说我只有2.9.。。。。。。。。。,无牛推  有一个以前科创的导师  是我们学院的教授委员会主席  三篇水论文。。。 奖学金啥的一堆 有个中建四局的实习  没啥用吧。。。 现在在爱马仕实习  抬头不错 可惜晚了点 和教授提了句~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705987&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,其它,Industrial and Engineering Management,offer,2014,Fall,2014-02-04,,,国内其他高校,港口航道与海岸工程,3.22  但是UA他们的算法 说我只有2.9.。。。。。。。。。,无牛推  有一个以前科创的导师  是我们学院的教授委员会主席  三篇水论文。。。 奖学金啥的一堆 有个中建四局的实习  没啥用吧。。。 现在在爱马仕实习  抬头不错 可惜晚了点 和教授提了句~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705987&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University,其它,Construction Management,offer,2014,Fall,2013-12-04,,,国内其他高校,港口航道与海岸工程,3.22  但是UA他们的算法 说我只有2.9.。。。。。。。。。,无牛推  有一个以前科创的导师  是我们学院的教授委员会主席  三篇水论文。。。 奖学金啥的一堆 有个中建四局的实习  没啥用吧。。。 现在在爱马仕实习  抬头不错 可惜晚了点 和教授提了句~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705987&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Waterloo,MS,Computer Science & Computer Engineering (CS & CE),offer,2013,Fall,2013-02-05,,"V: 157 /
                    Q: 170 /
                    AW: 5",国外高校（含港澳台）,计算机科学,92,有做程序员的工作经验,http://bbs.gter.net/forum.php?mod=viewthread&tid=1495548&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
uvic/usask/ucalgary/umanitoba,MS,biochemistry/ biology,offer,2014,Fall,2014-02-07,"R: R29 L25 S23 W25 /
                    L:  /
                    S:  /
                    W:","V: 破分我会到处说吗还没320哈哈哈哈- -   /
                    Q:  /
                    AW:",国内其他高校,biotechnology,3.8/4.0   排名不知道 = =,"论文有一作SCI在投，N作已发表两篇SCI。
中科院实习经历
一等奖学金and企业捐赠奖学金",http://bbs.gter.net/forum.php?mod=viewthread&tid=1701277&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Montreal University,MS,Computer Science & Computer Engineering (CS & CE),offer,2013,Spring,2012-11-25,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Applied Physics,3.1/4,无,http://bbs.gter.net/forum.php?mod=viewthread&tid=1492590&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,PhD,Economics and Econometrics,AD无奖,2014,Fall,2014-02-27,,,国外高校（含港澳台）,经济学,3.51/4.00，前三,无论文，无牛推，无GRE，无托福雅思。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705958&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,MS,Accounting & Finance & IEF,AD小奖,2013,Fall,2013-05-28,,,国内其他高校,房地产,83,跨专业，无牛推,http://bbs.gter.net/forum.php?mod=viewthread&tid=1593534&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Northwestern University,MS,pgdgdfgtrhdbfvdgthbftrgghergr,offer,2012,Fall,1970-01-01,,,,,,退出寄托,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706975&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,其它,Civil Engineering,offer,2014,Fall,2014-02-28,,,国内其他高校,Urban Planning,81/100  专业课的要稍微好点,本科转学 Civil ENG co-op,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708683&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Saskatchewan,MS,Chemical Engineering,offer,2014,Fall,2014-03-01,,"V: 148 /
                    Q: 170 /
                    AW: 3",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,"86,80/330",水论文，无牛腿,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706237&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie,其它,Information science,AD无奖,2014,Fall,2013-11-26,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1687963&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,MS,Chemistry,offer,2014,Fall,2014-02-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708392&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,MS,System Design Engineering,offer,2014,Fall,2014-02-10,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,机械设计制造及其自动化,,"无论文
老师推荐信三封",http://bbs.gter.net/forum.php?mod=viewthread&tid=1700939&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,PhD,Civil Engineering,offer,2014,Fall,2014-02-11,,,国内其他高校,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701054&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
mcmaster,PhD,cs,offer,2014,Fall,2014-02-12,"R: 26, 24, 22, 25 /
                    L:  /
                    S:  /
                    W:","V: v155, q 170, aw 3 /
                    Q:  /
                    AW:",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,通信,82,两篇一作，三篇二作，都是会议,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705319&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
hkh,MS,kjhk,AD小奖,2014,Fall,2014-02-11,,,国外高校（含港澳台）,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1704842&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
UWO,MS,Mechanical & Manufacturing Engineering & Aerospace Engineering,AD无奖,2013,Fall,2013-02-26,,,国内其他高校,材料成型及控制工程,82.67,无牛推，无论文，一个水实习,http://bbs.gter.net/forum.php?mod=viewthread&tid=1499312&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,PhD,Economics and Econometrics,offer,2014,Fall,2014-02-03,,,国外高校（含港澳台）,经济学,"3.51/4.00, 系前三",无论文，无牛推，无GRE，无托福雅思。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1705957&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,MS,Statistics,offer,2014,Fall,2014-03-02,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706539&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University,MS,Mechanical Engineering,AD无奖,2014,Fall,2014-02-28,,,国内其他高校,nuclear engineering,82%,一年半核电工程师经历，最后一年gpa89，无牛推，只有毕业论文,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706223&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,其它,Electrical and Electronics Engineering,AD无奖,2014,Fall,2014-02-27,,,,,,"我是申请本科的，北京市市重点高中，GPA91，会考是13A 1B（B是我最喜欢的语文。。。），但是那个B是刚刚出来的分，麦吉尔还不知道。期末全区排名，比模拟一本线高出100+，所以高考应该没问题。
学生会，广播站成员，儿童医院义工。
小奖一大堆，大一点的就只有征文比赛省级一等奖。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1706170&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,其它,Science Undeclared,AD无奖,2014,Fall,2014-02-05,,,,,,"我是申请本科的，北京市市重点高中，GPA91，会考是13A 1B（B是我最喜欢的语文。。。），但是那个B是刚刚出来的分，麦吉尔还不知道。期末全区排名，比模拟一本线高出100+，所以高考应该没问题。
学生会，广播站成员，儿童医院义工。
小奖一大堆，大一点的就只有征文比赛省级一等奖。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1706170&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University,MS,Computer Science,offer,2014,Fall,2014-02-27,"R: 29 /
                    L: 24 /
                    S: 22 /
                    W: 25(100)","V: 152 /
                    Q: 162 /
                    AW: 3.5(觉得没用其实)",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,通信工程,85 overall,"飞思卡尔国二，Scilab国二，一些其他学校项目吧
无论文",http://bbs.gter.net/forum.php?mod=viewthread&tid=1705729&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,MA,economics,AD无奖,2014,Fall,2014-03-08,,,国内其他高校,财务管理专业,84/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708045&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MS,Mathematical Finance,offer,2014,Fall,2014-03-10,"R: 99（24） /
                    L:  /
                    S:  /
                    W:",,国内其他高校,Applied Math,3.45/4 (3.6/4),一个实习，一个比赛，一个项目,http://bbs.gter.net/forum.php?mod=viewthread&tid=1708821&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,MS,Master of Fiance,AD小奖,2014,Fall,2013-11-28,,,国外高校（含港澳台）,Fiance,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1689306&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,PhD,Finance,offer,2014,Fall,2014-03-04,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1706929&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,MS,Electrical and Electronics Engineering,AD无奖,2014,Fall,2014-02-20,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,BME,81%,中科院一年实习，两个小奖项,http://bbs.gter.net/forum.php?mod=viewthread&tid=1703493&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,其它,Electrical and Electronics Engineering,AD无奖,2014,Summer,2014-02-20,,,,,,详见背景贴http://bbs.gter.net/forum.php?mod=viewthread&tid=1698797&fromuid=3486545,http://bbs.gter.net/forum.php?mod=viewthread&tid=1702774&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,PhD,Finance,offer,2014,Fall,2014-03-04,,"V: 161 168 3.5 /
                    Q:  /
                    AW:",国内其他高校,金融工程,3.9/5   8/113,有篇working paper，有篇research proposal。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1707987&extra=page%3D24%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Carleton University,MS,Statistics,AD无奖,2014,Fall,2014-01-30,,,国内其他高校,统计学,83/100,两年半国内Financial Analyst工作经验。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1699653&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Windsor,MS,Mechanical Engineering,AD无奖,2014,Fall,2013-12-23,,,国内其他高校,热能与动力工程,82,几乎无。。。国家创新项目组长（水）。。。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1693212&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Brock University,MS,运营与信息管理,AD小奖,2014,Fall,2014-02-07,,,国内其他高校,信息管理与信息系统,85/100（优秀）,不到一年的工作经验，无牛推，无论文,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701811&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,MS,Master in Electronic Business Technologies,AD无奖,2014,Fall,2014-01-15,,,国内其他高校,信息管理与信息系统,80/100，排名中游吧,帝都211学校本科毕业，本科无科研经历。毕业后在一外企任职IT Analyst，今年是第四个年头了。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1697175&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University,MS,Mechanical Engineering,AD无奖,2014,Fall,2014-02-04,,,国内其他高校,热能与动力工程  刚改为能源与动力工程,82    major 86,双非普通一本,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700193&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,MS,Mechanical Engineering,offer,2014,Fall,2014-02-15,,"V: 148 /
                    Q: 170 /
                    AW: 3",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,热能与动力工程,"86,80/330",,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701799&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MS,Civil Engineering,offer,2014,Fall,2014-01-29,"R: 102 (29 /
                    L: 28 /
                    S: 23 /
                    W: 22)",,国内其他高校,工程力学,88/100,推荐信就是学院里的2个教授，1个是毕业论文的导师，1个是上过2门专业课的老师。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1699615&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University,MS,Finance,AD无奖,2014,Fall,2014-01-15,"R: 97(26 /
                    L: 20 /
                    S: 23 /
                    W: 28)",,国内其他高校,金融,82(后两年88),无，几个水奖项和奖学金，学校双非,http://bbs.gter.net/forum.php?mod=viewthread&tid=1697155&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,MS,Computer Science,AD无奖,2014,Fall,1970-01-01,,,国内其他高校,信息工程,86（10%）,985&211，无牛推，无论文，小奖若干，省创项目，创业项目，专利两件,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701321&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,MS,Computer Science,offer,2014,Fall,2014-02-15,,,国内其他高校,软件工程,84%-85%,2篇SCI，一篇一作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701821&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,PhD,ece,offer,2014,Fall,2014-01-02,"R: 90+（考了6次，几乎放弃） /
                    L:  /
                    S:  /
                    W:","V: 无 /
                    Q:  /
                    AW:",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,软件工程,3.53/4,论文7篇（本科两篇 研究生5篇；不水的3篇）; 实习 本科百度 研究生雅虎 各半年；本科 两年国奖+其他荣誉；数模 美赛一等奖 研赛一等奖；几个 微软 IBM等公司的比赛 均三等奖。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1695314&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University,MS,Civil Engineering,AD无奖,2014,Fall,2014-02-01,,,国内其他高校,Traffic Engineering,3.17/4.0,无牛推，无论文，无科研，无实习经历（天啊，我大学究竟做了些什么...）,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700595&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of New Brunswick,MS,Computer Science,AD无奖,2014,Fall,2013-12-10,,,国外高校（含港澳台）,Computer Science,,7-8年的相关行业工作经验。推荐人几乎全部来自以前和现在的公司，无教授推荐。工作比较久，也就没有什么论文。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1690738&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University,其它,Civil Engineering,AD无奖,2014,Fall,2014-01-25,,"V: 306+3.5 /
                    Q:  /
                    AW:",国内其他高校,Civil Engineering,3.03/4.0,一篇中文核心一作，一篇中文核心二作，一篇国际会议论文二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1699190&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,MS,ECE,AD无奖,2014,Summer,2014-02-11,,,国内其他高校,EE,88,水作几篇，无牛腿，水工作经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701299&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MS,ECE,AD无奖,2014,Summer,2014-01-15,,,国内其他高校,EE,88,水作几篇，无牛腿，水工作经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1701299&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,Chemistry,offer,2014,Fall,2014-01-30,"R: 104(S23) /
                    L:  /
                    S:  /
                    W:","V: 154+168+3.5 /
                    Q:  /
                    AW:",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,3.82 2/155,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1699566&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
UAlberta,MS,Statistics,offer,2014,Fall,2014-01-21,"R: 104（23） /
                    L:  /
                    S:  /
                    W:",,国内其他高校,stat,3.9/4,"有几篇EI水文，估计没啥用。。。。，有相关科研经历，木有牛腿。
please note：没有陶瓷。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1698082&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Manitabo University,其它,Flight Instructor,AD无奖,2012,Spring,2014-02-01,,,国内其他高校,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700100&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Windsor,MS,Mechanical Engineering,AD无奖,2014,Fall,2013-11-29,,,,,,"GPA84%,渣二本，还有谁...",http://bbs.gter.net/forum.php?mod=viewthread&tid=1688603&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Queen’s University,MS,Pathology,offer,2014,Summer,2013-12-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1699285&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,MS,Finance,AD小奖,2014,Fall,2014-01-06,"R: 27 /
                    L: 24 /
                    S: 22 /
                    W: 28","V: 154 /
                    Q: 167 /
                    AW: 3",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,金融/公管,87/100,无牛推，3个水实习，一个UBC的暑期学校，若干国际志愿者,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700053&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,Chemical Engineering,offer,2014,Fall,2014-02-09,,"V: 320 /
                    Q: 3.5 /
                    AW:",国内其他高校,Chemical & Materials Engineering,3.6/4.0,实习，牛推，有一些奖项，论文无,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700767&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of New Brunswick,MS,Computer Science,AD无奖,2014,Fall,2014-02-18,,,国内其他高校,信息管理与信息系统,77,工作不到一年，两个IT实习，其它无。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1702621&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MS,bioresource engineering (Thesis),AD无奖,2014,Fall,2014-02-08,,,国内其他高校,water resource engineering,84/100,Sun Yat-sen University。若干水研究经历、实验室经历。无paper，一牛推（不知算不算）。一个水利部珠江委实习。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1700564&extra=page%3D25%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
